id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
7731003,9432400.0,28000.0,28000.0,28000.0, 36 months,  7.62%,872.52,A,A3,Business Development Managaer,10+ years,MORTGAGE,250000.0,Source Verified,Oct-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=7731003,  Borrower added on 10/15/13 > Consolidate  and pay off credit card debt<br>,debt_consolidation,Debt consolidation,148xx,NY,5.78,0.0,May-1995,765.0,769.0,0.0,,,14.0,0.0,37469.0,34.9%,33.0,f,0.0,0.0,30413.049986,30413.05,28000.0,2413.05,0.0,0.0,0.0,Mar-2015,16457.59,,Mar-2015,784.0,780.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,324651.0,,,,,,,,,,,,107400.0,,,,2.0,23189.0,65331.0,35.9,0.0,0.0,129.0,224.0,11.0,11.0,3.0,37.0,,20.0,,0.0,5.0,6.0,9.0,18.0,7.0,12.0,23.0,6.0,14.0,0.0,0.0,0.0,1.0,100.0,11.1,0.0,0.0,410850.0,59076.0,101900.0,27000.0
8646164,10418173.0,7000.0,7000.0,7000.0, 36 months,  6.62%,214.93,A,A2,Senior Buyer,3 years,MORTGAGE,119000.0,Verified,Nov-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=8646164,,credit_card,Discover Pay Out,335xx,FL,2.34,0.0,Dec-1982,690.0,694.0,0.0,33.0,,8.0,0.0,8463.0,58.8%,28.0,f,0.0,0.0,7678.45000129,7678.45,7000.0,678.45,0.0,0.0,0.0,Jun-2016,277.99,,Dec-2016,704.0,700.0,0.0,33.0,1.0,INDIVIDUAL,,,,0.0,0.0,228904.0,,,,,,,,,,,,14400.0,,,,2.0,28613.0,396.0,94.6,0.0,0.0,131.0,371.0,7.0,7.0,5.0,32.0,33.0,20.0,33.0,1.0,2.0,5.0,2.0,6.0,3.0,7.0,19.0,5.0,8.0,0.0,0.0,0.0,1.0,96.4,100.0,0.0,0.0,266400.0,8463.0,7400.0,0.0
7709521,9411037.0,21725.0,21725.0,21725.0, 60 months, 17.76%,548.84,D,D1,"Unit Manager, RN-BSN",< 1 year,MORTGAGE,60000.0,Source Verified,Oct-2013,Late (16-30 days),n,https://lendingclub.com/browse/loanDetail.action?loan_id=7709521,,credit_card,Credit card refinancing,338xx,FL,30.34,0.0,Mar-2008,665.0,669.0,0.0,,,17.0,0.0,17674.0,76.2%,21.0,f,10633.43,10633.43,20326.32,20326.32,11091.57,9234.75,0.0,0.0,0.0,Nov-2016,548.84,Jan-2017,Dec-2016,649.0,645.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,184039.0,,,,,,,,,,,,23200.0,,,,9.0,10826.0,913.0,78.8,0.0,0.0,50.0,68.0,13.0,13.0,1.0,19.0,,19.0,,0.0,5.0,13.0,5.0,5.0,5.0,14.0,15.0,13.0,17.0,0.0,0.0,0.0,0.0,100.0,40.0,0.0,0.0,213000.0,49681.0,4300.0,48476.0
1174218,1415770.0,10000.0,10000.0,10000.0, 36 months,  6.03%,304.36,A,A1,Control Air Corp,10+ years,MORTGAGE,85000.0,Not Verified,Mar-2012,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1174218,,moving,Moving,923xx,CA,8.64,0.0,Aug-1995,770.0,774.0,2.0,,,9.0,0.0,4197.0,13.9%,29.0,f,0.0,0.0,8537.3,8537.3,7630.57,903.74,0.0,2.99,0.0,Jul-2014,623.94,,Dec-2016,614.0,610.0,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
7678594,9380172.0,9450.0,9450.0,9450.0, 36 months, 12.99%,318.37,B,B4,teaching assistant,< 1 year,RENT,30000.0,Source Verified,Oct-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=7678594,,debt_consolidation,Fresh Start,949xx,CA,21.52,0.0,Jul-2008,665.0,669.0,0.0,,,16.0,0.0,9529.0,55.4%,17.0,w,0.0,0.0,10589.9681121,10589.97,9450.0,1139.97,0.0,0.0,0.0,Nov-2014,6769.53,,Jul-2015,694.0,690.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,30188.0,,,,,,,,,,,,17200.0,,,,8.0,1887.0,6009.0,58.8,0.0,0.0,29.0,64.0,5.0,5.0,0.0,5.0,,10.0,,0.0,4.0,5.0,6.0,6.0,8.0,8.0,9.0,5.0,16.0,0.0,0.0,0.0,3.0,100.0,50.0,0.0,0.0,37859.0,30188.0,14600.0,20659.0
1563284,1830742.0,20000.0,20000.0,20000.0, 36 months, 14.33%,686.77,C,C1,U.S. Army,10+ years,RENT,78360.0,Source Verified,Sep-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1563284,"  Borrower added on 09/24/12 > I currently have 3 maxed out credit cards that carry a combined balance that is just shy of $20,000. I currently pay $1080 a month total for all three. If I get this loan I can pay them all off (and cancel them) and save $400 a month.<br>",debt_consolidation,Consolidate my debt & lower my payments!,236xx,VA,21.94,0.0,Jun-2001,690.0,694.0,0.0,,,8.0,0.0,25230.0,86.7%,23.0,f,0.0,0.0,24471.92,24471.92,20000.0,4471.92,0.0,0.0,0.0,Mar-2015,248.19,,Dec-2016,669.0,665.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,55926.0,,,,,,,,,,,,29116.0,,,,3.0,9321.0,1321.0,93.4,0.0,0.0,101.0,137.0,18.0,18.0,0.0,18.0,,18.0,,0.0,3.0,4.0,4.0,13.0,6.0,7.0,17.0,4.0,8.0,0.0,0.0,0.0,0.0,100.0,66.7,0.0,0.0,69470.0,55926.0,20016.0,40354.0
7658799,9340709.0,9600.0,9600.0,9600.0, 36 months, 17.10%,342.75,C,C5,Pulmonary Technologist,3 years,RENT,45000.0,Source Verified,Oct-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=7658799,"  Borrower added on 10/16/13 > This Loan is to put all my finances in order. Coming to this country at such a young age and without knowing anything about finances was difficult, but things are finally coming all together. This loan will put me right on the track I want to be at to fulfill all my goals and dreams. Cheers!<br>",debt_consolidation,Debt Consolidation - Lending Club,021xx,MA,9.39,0.0,Oct-2008,660.0,664.0,0.0,,,6.0,0.0,7549.0,71.9%,9.0,f,0.0,0.0,11038.2615033,11038.26,9600.0,1438.26,0.0,0.0,0.0,Oct-2014,7263.25,,Oct-2016,694.0,690.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,17775.0,,,,,,,,,,,,10500.0,,,,2.0,2963.0,2951.0,71.9,0.0,0.0,48.0,61.0,10.0,10.0,0.0,10.0,,,,0.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,6.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,23000.0,17775.0,10500.0,12500.0
8566189,10318262.0,8000.0,8000.0,8000.0, 36 months, 11.99%,265.68,B,B3,Diet Rep.,< 1 year,RENT,24000.0,Verified,Nov-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=8566189,,debt_consolidation,Debt Consol.,852xx,AZ,31.4,0.0,Dec-2006,705.0,709.0,0.0,,,7.0,0.0,6210.0,59.1%,18.0,f,0.0,0.0,9564.31937136,9564.32,8000.0,1564.32,0.0,0.0,0.0,Nov-2016,265.51,,Dec-2016,739.0,735.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,24764.0,,,,,,,,,,,,10500.0,,,,2.0,3538.0,867.0,38.1,0.0,0.0,65.0,82.0,7.0,7.0,0.0,27.0,,21.0,,0.0,1.0,4.0,2.0,3.0,8.0,6.0,10.0,4.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,34248.0,24764.0,1400.0,23748.0
1173289,1414873.0,10000.0,10000.0,10000.0, 36 months, 10.74%,326.16,B,B2,West Side Federation for Seniors,5 years,RENT,36000.0,Not Verified,Mar-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1173289,  Borrower added on 03/06/12 > These funds will be used to pay off some of my bills as well as helping out my relatives.  I always pay in advance and have never had any late payment issues in the past.  I have a stable job with yearly salary increases.  I have been at this current job for 5 years.<br>,debt_consolidation,get green,103xx,NY,23.4,0.0,Nov-2000,715.0,719.0,1.0,,,8.0,0.0,3298.0,31.7%,8.0,f,0.0,0.0,10798.3019828,10798.3,10000.0,798.3,0.0,0.0,0.0,Jan-2013,7867.28,,Dec-2016,639.0,635.0,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
8617728,10389647.0,20000.0,20000.0,20000.0, 36 months, 12.99%,673.79,B,B4,Resident counselor,< 1 year,RENT,48000.0,Verified,Nov-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=8617728,  Borrower added on 11/05/13 > I will pay off my current debt and used the rest of the money to buy a car  consolidate all my payment into one<br>,debt_consolidation,Debt consolidation,109xx,NY,9.73,0.0,Sep-2010,665.0,669.0,1.0,,,7.0,0.0,5977.0,43%,14.0,w,0.0,0.0,22285.71,22285.71,20000.0,2285.71,0.0,0.0,0.0,Apr-2015,686.39,,Apr-2015,749.0,745.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,11201.0,,,,,,,,,,,,13900.0,,,,8.0,1600.0,2661.0,69.1,0.0,0.0,14.0,38.0,9.0,8.0,0.0,22.0,,4.0,,0.0,4.0,5.0,4.0,5.0,2.0,6.0,12.0,5.0,7.0,0.0,0.0,0.0,2.0,100.0,25.0,0.0,0.0,20601.0,11201.0,8600.0,6701.0
1129853,1368403.0,12000.0,12000.0,12000.0, 36 months,  6.62%,368.45,A,A2,Resource-1,6 years,MORTGAGE,164000.0,Not Verified,Feb-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1129853,  Borrower added on 02/14/12 > Looking to consolidate my debt into one easy payment!<br><br>  Borrower added on 02/15/12 > I'm a great investment opportunity for investors! Credit score just under 800.<br>,debt_consolidation,Consolidate,601xx,IL,10.32,0.0,Sep-1993,735.0,739.0,0.0,,,15.0,0.0,70217.0,34%,35.0,f,0.0,0.0,12535.0132535,12535.01,12000.0,535.01,0.0,0.0,0.0,Dec-2012,9593.17,,Dec-2016,739.0,735.0,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
4806308,6068539.0,20000.0,20000.0,20000.0, 36 months, 19.05%,733.63,D,D4,sharpe interior systems,3 years,MORTGAGE,111000.0,Verified,Jun-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=4806308,,credit_card,pay off creditcards,925xx,CA,18.41,0.0,May-2001,680.0,684.0,4.0,29.0,,10.0,0.0,8979.0,66.5%,32.0,f,0.0,0.0,26410.4923566,26410.49,20000.0,6410.49,0.0,0.0,0.0,Jun-2016,733.44,,Sep-2016,684.0,680.0,0.0,72.0,1.0,INDIVIDUAL,,,,0.0,0.0,67841.0,,,,,,,,,,,,13500.0,,,,5.0,7538.0,399.0,95.6,0.0,0.0,129.0,146.0,21.0,14.0,6.0,21.0,,0.0,,2.0,3.0,4.0,3.0,7.0,15.0,6.0,11.0,4.0,10.0,0.0,0.0,0.0,0.0,90.0,100.0,0.0,0.0,93498.0,67841.0,9000.0,79998.0
6548374,8100468.0,10000.0,10000.0,10000.0, 36 months, 10.64%,325.69,B,B2,Sioux Falls Tower,3 years,MORTGAGE,70000.0,Not Verified,Aug-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=6548374,,credit_card,smart move,570xx,SD,12.93,0.0,Apr-2004,665.0,669.0,0.0,77.0,113.0,9.0,1.0,15582.0,72.1%,17.0,f,0.0,0.0,11445.35,11445.35,10000.0,1445.35,0.0,0.0,0.0,Jun-2015,4609.07,,Jun-2015,719.0,715.0,0.0,,1.0,INDIVIDUAL,,,,0.0,139.0,160105.0,,,,,,,,,,,,21600.0,,,,7.0,17789.0,4418.0,77.9,0.0,0.0,113.0,68.0,4.0,4.0,1.0,4.0,,13.0,,0.0,6.0,6.0,6.0,7.0,5.0,7.0,10.0,6.0,9.0,0.0,0.0,0.0,1.0,94.0,66.7,1.0,0.0,175857.0,29106.0,20000.0,19564.0
5626196,7008458.0,12500.0,12500.0,12500.0, 60 months, 15.80%,302.65,C,C3,Rady Children's Hospital ,9 years,RENT,45000.0,Verified,Jun-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=5626196,,debt_consolidation,Consolidation,921xx,CA,15.29,0.0,Dec-1999,660.0,664.0,0.0,42.0,,9.0,0.0,8117.0,65.5%,15.0,f,0.0,0.0,15965.14,15965.14,12500.0,3465.14,0.0,0.0,0.0,Jun-2015,8706.25,,Dec-2016,654.0,650.0,0.0,57.0,1.0,INDIVIDUAL,,,,0.0,0.0,16507.0,,,,,,,,,,,,12400.0,,,,4.0,2063.0,3721.0,66.8,0.0,0.0,84.0,164.0,13.0,3.0,0.0,18.0,48.0,13.0,48.0,1.0,5.0,6.0,7.0,9.0,4.0,8.0,10.0,7.0,9.0,0.0,0.0,0.0,2.0,80.0,50.0,0.0,0.0,21104.0,16507.0,11200.0,8704.0
1325138,1570099.0,35000.0,35000.0,34750.0, 60 months, 19.99%,927.1,E,E1,Prudential ,10+ years,MORTGAGE,128208.0,Verified,Jun-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1325138,  Borrower added on 05/30/12 > Loan is for installation of a swimming pool. <br>Have been at same employer since 1993 and job stability is excellent.<br>,home_improvement,Our swimming pool,078xx,NJ,14.99,0.0,Jan-1994,710.0,714.0,0.0,42.0,,15.0,0.0,31833.0,61.7%,29.0,f,0.0,0.0,50976.5699728,50612.45,35000.0,15976.57,0.0,0.0,0.0,Apr-2015,20385.06,,Dec-2016,754.0,750.0,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,3.0,,15725.0,62.5,0.0,0.0,,,,,2.0,21.0,,22.0,42.0,,,,,,,,,,,,,,,,25.0,0.0,0.0,,39077.0,41900.0,
1467311,1723646.0,3200.0,3200.0,3200.0, 36 months,  7.90%,100.13,A,A4,,10+ years,MORTGAGE,54000.0,Verified,Aug-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1467311,  Borrower added on 08/09/12 > I want to buy a teardrop camping trailer<br>,major_purchase,teardrop trailer,935xx,CA,12.93,0.0,Apr-1985,715.0,719.0,0.0,41.0,,14.0,0.0,17719.0,47.1%,33.0,f,0.0,0.0,3604.64,3604.64,3200.0,404.64,0.0,0.0,0.0,Aug-2015,104.45,,Dec-2016,789.0,785.0,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,13057.0,51.8,0.0,0.0,,,,,2.0,12.0,,,,,,,6.0,,,,,,14.0,,,,,,33.3,0.0,0.0,,27247.0,27100.0,
7266770,1289187.0,12000.0,12000.0,12000.0, 36 months, 17.10%,428.44,C,C5,Comm of MA Probation Service,10+ years,RENT,85000.0,Verified,Sep-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=7266770,,debt_consolidation,A Win-Win Situation :)  ,011xx,MA,9.42,1.0,Apr-1993,675.0,679.0,4.0,23.0,42.0,12.0,1.0,1719.0,10.4%,46.0,f,0.0,0.0,14417.8299976,14417.83,12000.0,2417.83,0.0,0.0,0.0,Feb-2015,7563.22,,Dec-2016,694.0,690.0,0.0,68.0,1.0,INDIVIDUAL,,,,0.0,0.0,16111.0,,,,,,,,,,,,16500.0,,,,10.0,1465.0,2255.0,33.7,0.0,0.0,141.0,249.0,3.0,3.0,7.0,17.0,,3.0,,1.0,3.0,5.0,4.0,15.0,8.0,10.0,30.0,5.0,11.0,0.0,0.0,0.0,1.0,93.0,0.0,1.0,0.0,37163.0,16111.0,3400.0,20663.0
3163314,3875979.0,23500.0,23500.0,23500.0, 60 months, 21.49%,642.25,E,E3,Ray Catena Lexus,7 years,RENT,52500.0,Verified,Jan-2013,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=3163314,,debt_consolidation,Debt consolidation,105xx,NY,32.55,1.0,Feb-1997,670.0,674.0,0.0,14.0,,11.0,0.0,13206.0,89.2%,17.0,f,0.0,0.0,26139.83,26139.83,12328.83,13254.52,32.11,524.37,93.2400000022,Oct-2016,462.4,,Dec-2016,524.0,520.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,35217.0,,,,,,,,,,,,14800.0,,,,2.0,3202.0,249.0,98.0,0.0,0.0,63.0,194.0,13.0,9.0,0.0,61.0,,,,0.0,4.0,7.0,4.0,5.0,4.0,8.0,13.0,7.0,11.0,0.0,0.0,0.0,1.0,88.0,100.0,0.0,0.0,55125.0,35217.0,12200.0,40325.0
6206449,7688575.0,17625.0,17625.0,17625.0, 36 months,  9.71%,566.32,B,B1,Osborne County Memorial Hospital,10+ years,RENT,40000.0,Not Verified,Jul-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=6206449,  Borrower added on 07/03/13 > I have 5 credit cards that I want to consolidate and make one big monthly payment on.<br>,debt_consolidation, Debt Consolidation,674xx,KS,20.79,1.0,Jul-1988,695.0,699.0,1.0,23.0,,17.0,0.0,27699.0,64.3%,42.0,f,0.0,0.0,20387.2077185,20387.21,17625.0,2762.21,0.0,0.0,0.0,Jul-2016,566.0,,Oct-2016,744.0,740.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,59833.0,,,,,,,,,,,,43100.0,,,,3.0,3989.0,5105.0,79.9,0.0,0.0,147.0,304.0,2.0,2.0,1.0,2.0,,2.0,24.0,0.0,7.0,9.0,8.0,18.0,4.0,16.0,37.0,9.0,17.0,0.0,0.0,0.0,2.0,95.0,50.0,0.0,0.0,85500.0,27699.0,25400.0,0.0
6580119,8132127.0,9250.0,9250.0,9250.0, 36 months, 15.22%,321.66,C,C3,Hoag Hospital,5 years,RENT,27500.0,Verified,Sep-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=6580119,,debt_consolidation,Debt Consolidation,926xx,CA,34.56,0.0,Jan-2006,700.0,704.0,0.0,,,13.0,0.0,12854.0,44.8%,20.0,f,0.0,0.0,10900.5699995,10900.57,9250.0,1650.57,0.0,0.0,0.0,Feb-2015,5756.16,,Oct-2016,769.0,765.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,22045.0,,,,,,,,,,,,28700.0,,,,6.0,1696.0,3060.0,78.5,0.0,0.0,92.0,88.0,6.0,6.0,0.0,6.0,,14.0,,0.0,4.0,6.0,5.0,5.0,4.0,12.0,16.0,6.0,13.0,0.0,0.0,0.0,3.0,100.0,80.0,0.0,0.0,48690.0,22045.0,14200.0,19990.0
1148172,1389117.0,28000.0,28000.0,27725.0, 60 months, 13.67%,646.74,B,B5,Rite Aid Pharmacy,10+ years,MORTGAGE,121200.0,Verified,Feb-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1148172,  Borrower added on 02/10/12 > The loan will be used to consolidate credit card balances.<br>,debt_consolidation,Debt Consolidation,087xx,NJ,13.38,0.0,Jan-1990,725.0,729.0,0.0,,,12.0,0.0,21369.0,66.2%,24.0,f,0.0,0.0,38485.5298773,38107.55,28000.0,10485.53,0.0,0.0,0.0,May-2016,6148.53,,May-2016,779.0,775.0,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
2376832,2839160.0,12000.0,12000.0,12000.0, 36 months,  8.90%,381.04,A,A5,Harris Corporation,5 years,MORTGAGE,98400.0,Not Verified,Dec-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=2376832,,home_improvement,Home Improvement,853xx,AZ,9.48,1.0,Jun-1995,690.0,694.0,0.0,21.0,99.0,9.0,1.0,9196.0,61.3%,35.0,f,0.0,0.0,12343.6065976,12343.61,12000.0,343.61,0.0,0.0,0.0,Apr-2013,11201.49,,Dec-2016,684.0,680.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,357774.0,,,,,,,,,,,,15000.0,,,,4.0,44722.0,1964.0,81.3,0.0,0.0,152.0,213.0,5.0,5.0,7.0,5.0,21.0,12.0,21.0,0.0,3.0,4.0,3.0,5.0,18.0,6.0,9.0,4.0,9.0,0.0,0.0,0.0,2.0,92.0,66.7,1.0,0.0,377081.0,52183.0,10500.0,51358.0
2366718,2829063.0,7000.0,7000.0,6975.0, 36 months, 14.09%,239.55,B,B5,Unilever,4 years,RENT,70000.0,Not Verified,Dec-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=2366718,,credit_card,Loan,727xx,AR,20.66,0.0,Oct-2002,675.0,679.0,0.0,50.0,,17.0,0.0,12791.0,80.4%,31.0,f,0.0,0.0,8623.77809291,8592.98,7000.0,1623.78,0.0,0.0,0.0,Dec-2015,239.52,,Dec-2016,719.0,715.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,75825.0,,,,,,,,,,,,15900.0,,,,3.0,4739.0,2809.0,82.0,0.0,0.0,123.0,123.0,11.0,9.0,0.0,11.0,,9.0,50.0,1.0,5.0,5.0,8.0,11.0,17.0,9.0,14.0,5.0,17.0,0.0,0.0,0.0,3.0,78.0,71.4,0.0,0.0,81133.0,75825.0,15600.0,65233.0
5030588,6332967.0,2000.0,2000.0,2000.0, 36 months, 17.77%,72.08,D,D1,Atlantic Shores Nursing & Rehab,5 years,RENT,43130.73,Verified,May-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=5030588,,moving,Moving Expenses/Deposit,329xx,FL,19.56,0.0,Nov-1989,660.0,664.0,0.0,41.0,,19.0,0.0,18272.0,91.6%,31.0,f,0.0,0.0,2594.60875695,2594.61,2000.0,594.61,0.0,0.0,0.0,May-2016,71.8,,Jun-2016,569.0,565.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,37926.0,,,,,,,,,,,,19950.0,,,,4.0,2370.0,1319.0,93.3,0.0,0.0,117.0,113.0,9.0,9.0,0.0,24.0,,9.0,,0.0,11.0,12.0,12.0,20.0,6.0,16.0,24.0,12.0,19.0,0.0,0.0,0.0,1.0,96.0,83.3,0.0,0.0,52117.0,37926.0,19550.0,32072.0
8588184,1963584.0,35000.0,35000.0,34950.0, 36 months,  8.90%,1111.37,A,A5,,9 years,MORTGAGE,133000.0,Verified,Nov-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=8588184,"  Borrower added on 10/29/13 > This loan is to pay off my credit cards with high interest rates, in which I have been making payments well in excess of the minimum payment.<br>",credit_card,Credit Card Refinance,064xx,CT,17.35,0.0,Feb-1989,745.0,749.0,0.0,,,15.0,0.0,103389.0,56.4%,29.0,f,0.0,0.0,40009.0082586,39951.85,35000.0,5009.01,0.0,0.0,0.0,Nov-2016,1111.05,,Nov-2016,834.0,830.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,455962.0,,,,,,,,,,,,144000.0,,,,1.0,30397.0,41022.0,56.4,0.0,0.0,218.0,296.0,83.0,14.0,4.0,84.0,,15.0,,0.0,7.0,8.0,8.0,9.0,12.0,9.0,13.0,8.0,15.0,0.0,0.0,0.0,0.0,100.0,12.5,0.0,0.0,549383.0,158893.0,94000.0,91858.0
1410506,1660316.0,20400.0,20400.0,20400.0, 36 months, 12.12%,678.75,B,B3,Village of south holland,3 years,MORTGAGE,92000.0,Not Verified,Jul-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1410506,  Borrower added on 07/08/12 > Private school and wedding expenss<br>,other,School and wedding,604xx,IL,6.8,0.0,Jul-1993,705.0,709.0,0.0,70.0,,15.0,0.0,17959.0,39.6%,41.0,f,0.0,0.0,24434.6500028,24434.65,20400.0,4034.65,0.0,0.0,0.0,Jul-2015,682.61,,Apr-2016,684.0,680.0,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,6.0,,15052.0,51.6,0.0,0.0,,,,,8.0,2.0,,9.0,78.0,,,,8.0,,,,,,15.0,,,,,,25.0,0.0,0.0,,17959.0,31100.0,
8805256,10577360.0,6075.0,6075.0,6075.0, 36 months, 16.20%,214.18,C,C4,Instructor,9 years,OWN,22000.0,Not Verified,Nov-2013,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=8805256,,credit_card,CC-Refi,933xx,CA,8.57,0.0,Dec-1993,675.0,679.0,0.0,,,7.0,0.0,6992.0,61.3%,9.0,f,0.0,0.0,4471.76,4471.76,2672.55,1182.45,0.0,616.76,110.9736,May-2015,214.18,,Oct-2016,519.0,515.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,6992.0,,,,,,,,,,,,11400.0,,,,6.0,999.0,1008.0,87.4,0.0,0.0,,239.0,8.0,8.0,0.0,8.0,,8.0,,0.0,4.0,4.0,4.0,4.0,0.0,7.0,9.0,4.0,7.0,0.0,0.0,0.0,2.0,100.0,75.0,0.0,0.0,11400.0,6992.0,8000.0,0.0
